8257,417,3.11.2023,Delivery,38
8258,665,20.3.2024,Delivery,50
8259,142,11.3.2024,Delivery,42
8260,599,11.10.2024,Delivery,79
8261,580,15.10.2024,Delivery,22
8262,812,18.5.2023,Delivery,43
8263,872,16.1.2022,Delivery,20
8264,625,9.8.2022,Delivery,48
8265,518,31.10.2024,Delivery,42
8266,181,23.2.2022,Delivery,47
8267,8,14.7.2023,Delivery,48
8268,984,2.7.2023,Delivery,54
8269,377,21.4.2022,Delivery,59
8270,122,2.12.2024,Delivery,22
8271,817,10.7.2022,Delivery,41
8272,18,8.9.2024,Delivery,54
8273,136,26.12.2023,Delivery,37
8274,910,5.5.2024,Delivery,25
8275,713,18.2.2023,Delivery,40
8276,366,14.8.2024,Delivery,25
8277,958,11.4.2023,Delivery,42
8278,874,2.8.2022,Delivery,29
8279,529,9.10.2024,Delivery,53
8280,872,14.3.2024,Delivery,45
8281,237,27.12.2021,Delivery,39
8282,293,22.9.2024,Delivery,48
8283,828,5.6.2023,Delivery,55
8284,733,3.2.2022,Delivery,76
8285,388,21.2.2023,Delivery,38
8286,622,8.2.2023,Delivery,52
8287,952,29.4.2024,Delivery,52
8288,68,16.1.2023,Delivery,74
8289,503,25.3.2023,Delivery,49
8290,788,14.6.2024,Delivery,47
8291,424,18.3.2024,Delivery,68
8292,600,24.6.2022,Delivery,61
8293,31,27.9.2022,Delivery,41
8294,764,24.5.2024,Delivery,66
8295,51,17.8.2023,Delivery,26
8296,145,9.10.2024,Delivery,64
8297,610,15.1.2022,Delivery,39
8298,488,28.1.2023,Delivery,67
8299,20,21.6.2023,Delivery,53
8300,783,15.5.2023,Delivery,24
8301,500,28.4.2023,Delivery,49
8302,791,29.7.2023,Delivery,57
8303,779,7.12.2023,Delivery,37
8304,700,23.11.2024,Delivery,34
8305,931,4.8.2024,Delivery,26
8306,236,12.11.2023,Delivery,62
8307,665,25.3.2023,Delivery,53
8308,915,3.11.2021,Delivery,73
8309,458,20.2.2023,Delivery,63
8310,961,22.3.2023,Delivery,73
8311,674,24.9.2024,Delivery,25
8312,887,9.11.2021,Delivery,43
8313,430,21.5.2023,Delivery,74
8314,434,2.4.2023,Delivery,49
8315,370,14.11.2021,Delivery,43
8316,336,20.1.2022,Delivery,68
8317,992,14.2.2022,Delivery,33
8318,423,11.4.2023,Delivery,29
8319,74,19.12.2022,Delivery,64
8320,626,4.2.2022,Delivery,58
8321,308,2.3.2022,Delivery,40
8322,639,15.12.2022,Delivery,59
8323,735,27.3.2024,Delivery,60
8324,227,22.10.2024,Delivery,48
8325,724,26.4.2023,Delivery,67
8326,374,17.5.2023,Delivery,74
8327,664,12.5.2022,Delivery,44
8328,157,10.10.2024,Delivery,36
8329,849,19.10.2022,Delivery,64
8330,216,19.2.2022,Delivery,42
8331,560,6.7.2023,Delivery,47
8332,508,7.2.2024,Delivery,36
8333,754,22.7.2023,Delivery,45
8334,739,11.1.2024,Delivery,57
8335,745,15.12.2022,Delivery,32
8336,130,24.6.2022,Delivery,43
8337,110,8.5.2022,Delivery,40
8338,523,1.5.2022,Delivery,36
8339,510,22.4.2022,Delivery,26
8340,683,6.12.2022,Delivery,41
8341,801,16.8.2023,Delivery,59
8342,463,19.11.2023,Delivery,29
8343,143,19.12.2022,Delivery,61
8344,653,31.10.2024,Delivery,37
8345,534,20.9.2024,Delivery,78
8346,553,9.7.2023,Delivery,52
8347,854,14.5.2022,Delivery,60
8348,724,27.5.2023,Delivery,51
8349,884,24.12.2021,Delivery,46
8350,372,16.3.2024,Delivery,28
8351,332,12.2.2024,Delivery,78
8352,419,17.6.2022,Delivery,74
8353,618,14.5.2024,Delivery,33
8354,103,6.8.2022,Delivery,71
8355,755,4.4.2024,Delivery,68
8356,455,6.4.2022,Delivery,72
8357,867,4.4.2023,Delivery,50
8358,585,18.9.2023,Delivery,44
8359,19,19.11.2021,Delivery,76
8360,60,20.3.2023,Delivery,73
8361,455,1.2.2023,Delivery,67
8362,737,18.9.2022,Delivery,60
8363,247,18.5.2022,Delivery,32
8364,471,12.12.2021,Delivery,80
8365,196,12.9.2023,Delivery,22
8366,675,1.10.2022,Delivery,32
8367,718,26.3.2022,Delivery,50
8368,396,28.12.2023,Delivery,24
8369,240,30.9.2022,Delivery,44
8370,837,20.5.2023,Delivery,75
8371,111,4.12.2023,Delivery,48
8372,77,6.8.2022,Delivery,67
8373,477,1.2.2022,Delivery,30
8374,899,27.1.2023,Delivery,49
8375,278,30.11.2021,Delivery,44
8376,321,10.2.2022,Delivery,70
8377,63,16.5.2022,Delivery,52
8378,508,22.12.2023,Delivery,65
8379,135,8.6.2024,Delivery,72
8380,256,25.5.2023,Delivery,55
8381,400,5.11.2023,Delivery,64
8382,322,5.2.2022,Delivery,29
8383,565,19.11.2021,Delivery,56
8384,244,1.12.2021,Delivery,47
8385,574,26.8.2023,Delivery,22
8386,318,26.1.2022,Delivery,49
8387,921,27.7.2024,Delivery,80
8388,169,1.10.2022,Delivery,21
8389,603,7.11.2023,Delivery,43
8390,331,1.6.2022,Delivery,30
8391,270,5.11.2022,Delivery,28
8392,842,26.4.2024,Delivery,63
8393,225,25.11.2023,Delivery,20
8394,867,25.12.2023,Delivery,33
8395,597,15.11.2022,Delivery,49
8396,829,14.2.2024,Delivery,25
8397,612,7.3.2022,Delivery,54
8398,736,29.6.2023,Delivery,39
8399,517,3.11.2023,Delivery,47
8400,392,18.9.2024,Delivery,63
8401,724,25.4.2023,Delivery,26
8402,380,12.5.2022,Delivery,51
8403,458,8.1.2022,Delivery,53
8404,331,5.2.2023,Delivery,77
8405,343,1.11.2022,Delivery,33
8406,66,27.11.2023,Delivery,52
8407,178,1.6.2023,Delivery,39
8408,794,10.3.2024,Delivery,65
8409,873,30.11.2023,Delivery,67
8410,278,6.12.2021,Delivery,62
8411,290,19.4.2024,Delivery,80
8412,520,29.12.2021,Delivery,54
8413,421,28.4.2023,Delivery,32
8414,150,31.1.2022,Delivery,66
8415,397,16.5.2022,Delivery,24
8416,779,22.9.2022,Delivery,52
8417,160,30.11.2022,Delivery,78
8418,480,25.3.2024,Delivery,23
8419,989,3.5.2024,Delivery,33
8420,677,16.4.2022,Delivery,41
8421,570,22.8.2023,Delivery,60
8422,619,28.6.2023,Delivery,73
8423,142,1.8.2024,Delivery,77
8424,705,23.4.2022,Delivery,54
8425,741,7.1.2023,Delivery,41
8426,374,10.11.2024,Delivery,63
8427,20,23.2.2024,Delivery,56
8428,23,19.5.2024,Delivery,25
8429,637,3.5.2022,Delivery,24
8430,525,17.12.2023,Delivery,75
8431,94,2.9.2024,Delivery,72
8432,669,6.3.2024,Delivery,31
8433,566,2.6.2023,Delivery,59
8434,949,10.5.2022,Delivery,28
8435,997,10.8.2023,Delivery,64
8436,673,20.10.2022,Delivery,40
8437,347,3.12.2022,Delivery,20
8438,538,30.3.2023,Delivery,76
8439,468,13.12.2021,Delivery,31
8440,937,13.2.2022,Delivery,52
8441,188,23.11.2023,Delivery,23
8442,633,18.10.2024,Delivery,48
8443,40,23.2.2024,Delivery,76
8444,568,31.12.2022,Delivery,72
8445,681,1.9.2023,Delivery,53
8446,458,23.6.2022,Delivery,40
8447,474,24.12.2023,Delivery,60
8448,840,24.5.2022,Delivery,56
8449,441,25.8.2024,Delivery,28
8450,255,25.10.2022,Delivery,25
8451,819,1.11.2021,Delivery,56
8452,110,30.11.2021,Delivery,63
8453,699,1.10.2022,Delivery,54
8454,154,11.10.2023,Delivery,66
8455,828,6.9.2024,Delivery,65
8456,660,20.9.2024,Delivery,36
8457,205,7.12.2023,Delivery,44
8458,335,8.1.2024,Delivery,72
8459,598,25.11.2024,Delivery,59
8460,578,25.10.2024,Delivery,44
8461,672,9.11.2024,Delivery,28
8462,93,22.11.2021,Delivery,46
8463,769,4.5.2024,Delivery,79
8464,793,23.6.2024,Delivery,28
8465,995,21.11.2024,Delivery,76
8466,837,2.11.2022,Delivery,70
8467,14,20.10.2023,Delivery,43
8468,497,13.1.2022,Delivery,49
8469,492,4.10.2022,Delivery,25
8470,952,12.6.2022,Delivery,57
8471,922,7.9.2024,Delivery,50
8472,171,15.11.2021,Delivery,68
8473,760,20.6.2023,Delivery,69
8474,302,19.5.2023,Delivery,73
8475,763,20.8.2024,Delivery,20
8476,349,22.6.2023,Delivery,64
8477,225,5.1.2022,Delivery,32
8478,346,27.11.2023,Delivery,40
8479,724,3.8.2022,Delivery,72
8480,346,5.9.2022,Delivery,22
8481,400,22.12.2023,Delivery,22
8482,721,24.7.2024,Delivery,48
8483,299,20.7.2023,Delivery,77
8484,317,26.10.2023,Delivery,61
8485,400,29.3.2022,Delivery,20
8486,964,25.5.2023,Delivery,76
8487,622,20.5.2022,Delivery,39
8488,539,7.2.2024,Delivery,61
8489,834,22.2.2023,Delivery,26
8490,248,8.1.2023,Delivery,21
8491,49,11.10.2022,Delivery,53
8492,341,17.4.2024,Delivery,42
8493,152,22.2.2024,Delivery,66
8494,128,27.10.2023,Delivery,75
8495,787,20.3.2023,Delivery,73
8496,304,8.4.2023,Delivery,49
8497,112,26.12.2021,Delivery,22
8498,712,6.10.2023,Delivery,20
8499,199,25.1.2024,Delivery,70
8500,916,25.4.2022,Delivery,27
8501,835,21.9.2024,Delivery,34
8502,963,7.8.2024,Delivery,23
8503,159,27.2.2023,Delivery,56
8504,831,28.11.2021,Delivery,32
8505,449,3.1.2022,Delivery,79
8506,278,24.5.2024,Delivery,72
8507,65,21.10.2022,Delivery,32
8508,350,31.3.2022,Delivery,26
8509,732,29.12.2023,Delivery,21
8510,158,27.10.2024,Delivery,62
8511,421,30.9.2023,Delivery,54
8512,987,8.3.2022,Delivery,60
8513,60,22.1.2023,Delivery,41
8514,297,16.3.2024,Delivery,49
8515,128,20.1.2023,Delivery,48
8516,618,16.11.2022,Delivery,30
8517,617,2.1.2024,Delivery,47
8518,337,11.3.2024,Delivery,63
8519,802,15.5.2024,Delivery,52
8520,809,8.1.2024,Delivery,75
8521,947,10.8.2022,Delivery,24
8522,574,19.7.2022,Delivery,60
8523,465,30.7.2024,Delivery,62
8524,88,27.11.2023,Delivery,30
8525,706,14.8.2024,Delivery,75
8526,542,1.10.2022,Delivery,25
8527,144,28.6.2022,Delivery,28
8528,162,3.2.2023,Delivery,25
8529,717,25.8.2023,Delivery,62
8530,341,30.5.2023,Delivery,27
8531,517,21.5.2023,Delivery,75
8532,560,14.10.2022,Delivery,65
8533,151,10.11.2024,Delivery,30
8534,949,1.11.2023,Delivery,36
8535,340,10.11.2022,Delivery,76
8536,998,7.1.2022,Delivery,40
8537,766,20.8.2024,Delivery,47
8538,72,22.5.2023,Delivery,67
8539,952,23.10.2024,Delivery,47
8540,225,24.7.2022,Delivery,25
8541,959,11.9.2023,Delivery,72
8542,626,16.2.2023,Delivery,20
8543,924,23.8.2023,Delivery,69
8544,886,18.9.2024,Delivery,46
8545,924,23.11.2024,Delivery,66
8546,249,21.4.2023,Delivery,67
8547,304,25.12.2021,Delivery,79
8548,988,10.3.2022,Delivery,66
8549,323,22.11.2021,Delivery,68
8550,3,28.8.2022,Delivery,70
8551,313,16.12.2021,Delivery,56
8552,816,5.6.2023,Delivery,56
8553,742,8.5.2022,Delivery,66
8554,310,16.7.2024,Delivery,38
8555,809,27.5.2024,Delivery,49
8556,957,19.4.2024,Delivery,31
8557,748,8.5.2024,Delivery,79
8558,440,14.6.2022,Delivery,72
8559,197,26.2.2023,Delivery,52
8560,886,10.4.2024,Delivery,34
8561,832,14.3.2024,Delivery,20
8562,261,15.9.2024,Delivery,74
8563,405,11.10.2024,Delivery,28
8564,183,12.9.2024,Delivery,72
8565,409,7.4.2023,Delivery,41
8566,195,24.10.2024,Delivery,36
8567,654,25.12.2022,Delivery,36
8568,284,6.5.2023,Delivery,58
8569,834,10.3.2023,Delivery,54
8570,326,4.4.2022,Delivery,20
8571,676,4.12.2021,Delivery,25
8572,654,6.11.2021,Delivery,27
8573,751,25.2.2022,Delivery,32
8574,109,14.5.2024,Delivery,32
8575,783,20.11.2022,Delivery,25
8576,336,10.12.2022,Delivery,27
8577,145,30.8.2024,Delivery,74
8578,919,4.8.2023,Delivery,64
8579,923,3.4.2023,Delivery,50
8580,855,1.2.2023,Delivery,25
8581,36,1.12.2024,Delivery,33
8582,207,20.2.2023,Delivery,62
8583,557,25.9.2024,Delivery,79
8584,851,1.7.2023,Delivery,36
8585,569,4.2.2023,Delivery,39
8586,926,19.8.2022,Delivery,42
8587,238,16.1.2022,Delivery,77
8588,197,21.8.2023,Delivery,74
8589,246,15.3.2023,Delivery,77
8590,430,31.8.2024,Delivery,31
8591,232,15.8.2023,Delivery,34
8592,277,15.12.2023,Delivery,75
8593,489,15.7.2023,Delivery,45
8594,274,13.3.2022,Delivery,50
8595,79,9.8.2024,Delivery,42
8596,726,20.6.2022,Delivery,78
8597,511,25.6.2022,Delivery,57
8598,889,3.11.2021,Delivery,76
8599,246,10.2.2022,Delivery,49
8600,66,3.11.2023,Delivery,43
8601,152,6.10.2024,Delivery,64
8602,271,15.10.2023,Delivery,68
8603,116,11.2.2022,Delivery,43
8604,814,12.9.2024,Delivery,47
8605,425,12.1.2024,Delivery,64
8606,754,19.1.2022,Delivery,71
8607,488,23.2.2022,Delivery,44
8608,40,2.4.2022,Delivery,58
8609,117,9.8.2023,Delivery,39
8610,556,28.3.2024,Delivery,57
8611,973,2.2.2023,Delivery,46
8612,392,30.11.2024,Delivery,31
8613,314,6.2.2024,Delivery,39
8614,912,25.3.2022,Delivery,51
8615,748,13.9.2024,Delivery,23
8616,570,27.7.2023,Delivery,38
8617,115,30.9.2023,Delivery,61
8618,575,28.7.2023,Delivery,61
8619,957,24.6.2023,Delivery,63
8620,461,30.6.2024,Delivery,34
8621,47,30.5.2024,Delivery,25
8622,909,24.6.2023,Delivery,21
8623,161,8.12.2021,Delivery,46
8624,104,29.7.2022,Delivery,32
8625,561,31.3.2022,Delivery,28
8626,911,4.9.2023,Delivery,25
8627,317,22.1.2024,Delivery,77
8628,253,3.1.2023,Delivery,33
8629,256,8.1.2022,Delivery,37
8630,725,18.4.2022,Delivery,44
8631,247,30.3.2022,Delivery,76
8632,647,8.1.2022,Delivery,31
8633,636,17.11.2022,Delivery,41
8634,292,3.8.2023,Delivery,77
8635,306,8.11.2024,Delivery,41
8636,5,27.12.2022,Delivery,38
8637,412,17.7.2024,Delivery,70
8638,666,13.5.2022,Delivery,73
8639,312,24.4.2022,Delivery,65
8640,330,10.9.2023,Delivery,25
8641,52,10.11.2021,Delivery,41
8642,419,11.11.2021,Delivery,60
8643,126,28.9.2023,Delivery,78
8644,546,18.12.2023,Delivery,67
8645,419,6.6.2022,Delivery,53
8646,904,16.11.2023,Delivery,56
8647,797,3.2.2022,Delivery,71
8648,283,26.12.2023,Delivery,73
8649,295,15.11.2022,Delivery,37
8650,925,13.12.2021,Delivery,39
8651,928,10.2.2022,Delivery,65
8652,443,22.6.2022,Delivery,50
8653,344,19.8.2023,Delivery,60
8654,148,11.10.2023,Delivery,47
8655,380,21.10.2022,Delivery,33
8656,65,12.11.2024,Delivery,37
8657,927,9.8.2024,Delivery,63
8658,227,25.5.2022,Delivery,26
8659,154,5.3.2024,Delivery,42
8660,575,8.2.2023,Delivery,66
8661,773,16.9.2022,Delivery,60
8662,691,16.9.2023,Delivery,69
8663,549,14.6.2024,Delivery,74
8664,832,1.9.2022,Delivery,58
8665,822,30.12.2022,Delivery,40
8666,556,23.1.2022,Delivery,53
8667,181,12.4.2023,Delivery,75
8668,663,10.12.2022,Delivery,67
8669,115,5.12.2022,Delivery,60
8670,735,25.1.2023,Delivery,71
8671,780,29.6.2022,Delivery,77
8672,408,24.5.2023,Delivery,60
8673,313,26.10.2023,Delivery,32
8674,467,5.9.2024,Delivery,77
8675,295,29.12.2021,Delivery,34
8676,402,20.11.2024,Delivery,26
8677,938,17.12.2021,Delivery,60
8678,743,31.3.2023,Delivery,42
8679,219,27.3.2022,Delivery,78
8680,114,30.8.2024,Delivery,53
8681,93,28.4.2022,Delivery,70
8682,931,25.2.2024,Delivery,35
8683,259,24.11.2023,Delivery,25
8684,619,29.7.2023,Delivery,21
8685,822,31.3.2023,Delivery,53
8686,406,25.1.2022,Delivery,29
8687,314,8.9.2023,Delivery,69
8688,16,22.9.2024,Delivery,52
8689,290,1.11.2022,Delivery,78
8690,942,10.5.2022,Delivery,26
8691,459,25.5.2022,Delivery,26
8692,463,12.9.2022,Delivery,22
8693,816,25.3.2024,Delivery,32
8694,220,18.12.2023,Delivery,47
8695,622,2.7.2023,Delivery,71
8696,978,8.10.2024,Delivery,22
8697,699,18.4.2023,Delivery,67
8698,530,10.5.2022,Delivery,39
8699,389,23.6.2024,Delivery,68
8700,390,3.10.2024,Delivery,71
8701,474,3.12.2021,Delivery,58
8702,196,9.7.2023,Delivery,23
8703,264,6.5.2023,Delivery,64
8704,407,9.8.2023,Delivery,33
8705,561,16.10.2022,Delivery,22
8706,863,27.4.2024,Delivery,57
8707,198,21.3.2023,Delivery,52
8708,956,12.9.2024,Delivery,56
8709,948,5.11.2023,Delivery,33
8710,738,20.1.2022,Delivery,42
8711,727,14.7.2024,Delivery,74
8712,973,13.2.2023,Delivery,54
8713,873,22.5.2024,Delivery,53
8714,775,5.12.2023,Delivery,64
8715,7,16.4.2024,Delivery,62
8716,599,18.2.2022,Delivery,41
8717,819,25.8.2024,Delivery,59
8718,606,10.1.2024,Delivery,48
8719,338,7.3.2022,Delivery,30
8720,393,20.4.2024,Delivery,24
8721,775,20.4.2024,Delivery,37
8722,166,5.9.2024,Delivery,62
8723,952,22.6.2022,Delivery,26
8724,85,7.10.2024,Delivery,28
8725,281,2.6.2022,Delivery,74
8726,324,8.2.2024,Delivery,31
8727,871,16.12.2021,Delivery,78
8728,403,21.5.2024,Delivery,50
8729,807,13.4.2022,Delivery,75
8730,30,24.8.2022,Delivery,50
8731,925,3.9.2024,Delivery,22
8732,542,14.11.2024,Delivery,26
8733,42,12.9.2024,Delivery,72
8734,237,25.11.2024,Delivery,26
8735,624,13.6.2024,Delivery,24
8736,970,31.7.2023,Delivery,57
